测试时间,温度,湿度,VOC,人体
2018/12/18 9:46:00,2222,1816,316,
2018/12/18 9:46:00,2212,1809,309,
2018/12/18 9:46:00,2176,1782,282,
2018/12/18 9:46:00,2191,1794,294,
2018/12/18 9:46:00,2202,1801,301,
2018/12/18 9:46:00,2181,1786,286,
2018/12/18 9:46:00,2209,1807,307,
2018/12/18 9:46:00,2175,1781,281,
2018/12/18 9:46:00,2221,1816,316,
2018/12/18 9:46:00,2172,1779,279,
2018/12/18 9:46:00,2174,1781,281,
2018/12/18 9:46:00,2189,1792,292,
2018/12/18 9:46:00,2194,1795,295,
2018/12/18 9:46:00,2183,1787,287,
2018/12/18 9:46:00,2168,1776,276,
2018/12/18 9:46:00,2172,1779,279,
2018/12/18 9:46:00,2189,1792,292,
2018/12/18 9:46:00,2227,1820,320,
2018/12/18 9:46:00,2200,1800,300,
2018/12/18 9:46:00,2205,1804,304,
2018/12/18 9:46:00,2201,1801,301,
2018/12/18 9:46:00,2220,1815,315,
2018/12/18 9:46:00,2198,1799,299,
2018/12/18 9:46:00,2191,1793,293,
2018/12/18 9:46:00,2174,1780,280,
2018/12/18 9:46:00,2201,1801,301,
2018/12/18 9:46:00,2203,1803,303,
2018/12/18 9:46:00,2195,1796,296,
2018/12/18 9:46:00,2209,1807,307,
2018/12/18 9:46:00,2231,1823,323,
2018/12/18 9:46:00,2216,1812,312,
2018/12/18 9:46:00,2208,1806,306,
2018/12/18 9:46:00,2187,1790,290,
2018/12/18 9:46:00,2152,1764,264,
2018/12/18 9:46:00,2226,1819,319,
2018/12/18 9:46:00,2175,1781,281,
2018/12/18 9:46:00,2193,1795,295,
2018/12/18 9:46:00,2187,1790,290,
2018/12/18 9:46:00,2212,1809,309,
2018/12/18 9:46:00,2191,1794,294,
2018/12/18 9:46:00,2214,1811,311,
2018/12/18 9:46:00,2200,1800,300,
2018/12/18 9:46:00,2194,1795,295,
2018/12/18 9:47:00,2209,1807,307,
2018/12/18 9:47:00,2209,1807,307,
2018/12/18 9:47:00,2183,1787,287,
2018/12/18 9:47:00,2205,1804,304,
2018/12/18 9:47:00,2185,1789,289,
2018/12/18 9:47:00,2219,1814,314,
2018/12/18 9:47:00,2172,1779,279,
2018/12/18 9:47:00,2218,1813,313,
2018/12/18 9:47:00,2178,1783,283,
2018/12/18 9:47:00,2235,1827,327,
2018/12/18 9:47:00,2229,1822,322,
2018/12/18 9:47:00,2169,1777,277,
2018/12/18 9:47:00,2165,1774,274,
2018/12/18 9:47:00,2239,1830,330,
2018/12/18 9:47:00,2198,1799,299,
2018/12/18 9:47:00,2210,1807,307,
2018/12/18 9:47:00,2173,1780,280,
2018/12/18 9:47:00,2230,1823,323,
2018/12/18 9:47:00,2207,1805,305,
2018/12/18 9:47:00,2211,1808,308,
2018/12/18 9:47:00,2194,1796,296,
2018/12/18 9:47:00,2190,1792,292,
2018/12/18 9:47:00,2225,1819,319,
2018/12/18 9:47:00,2234,1825,325,
2018/12/18 9:47:00,2195,1796,296,
2018/12/18 9:47:00,2184,1788,288,
2018/12/18 9:47:00,2209,1807,307,
2018/12/18 9:47:00,2194,1796,296,
2018/12/18 9:47:00,2211,1808,308,
2018/12/18 9:47:00,2191,1793,293,
2018/12/18 9:47:00,2230,1822,322,
2018/12/18 9:47:00,2243,1832,332,
2018/12/18 9:47:00,2234,1825,325,
2018/12/18 9:47:00,2198,1799,299,
2018/12/18 9:47:00,2210,1807,307,
2018/12/18 9:47:00,2229,1822,322,
2018/12/18 9:47:00,2231,1824,324,
2018/12/18 9:47:00,2193,1794,294,
2018/12/18 9:47:00,2186,1790,290,
2018/12/18 9:47:00,2170,1777,277,
2018/12/18 9:47:00,2203,1802,302,
2018/12/18 9:47:00,2194,1795,295,
2018/12/18 9:47:00,2181,1786,286,
2018/12/18 9:47:00,2207,1805,305,
2018/12/18 9:47:00,2222,1816,316,
2018/12/18 9:47:00,2210,1807,307,
2018/12/18 9:47:00,2200,1800,300,
2018/12/18 9:47:00,2155,1767,267,
2018/12/18 9:47:00,2209,1807,307,
2018/12/18 9:47:00,2203,1802,302,
2018/12/18 9:47:00,2207,1805,305,
2018/12/18 9:47:00,2192,1794,294,
2018/12/18 9:47:00,2181,1785,285,
2018/12/18 9:47:00,2216,1812,312,
2018/12/18 9:47:00,2177,1782,282,
2018/12/18 9:47:00,2196,1797,297,
2018/12/18 9:47:00,2204,1803,303,
2018/12/18 9:47:00,2194,1795,295,
2018/12/18 9:47:00,2196,1797,297,
2018/12/18 9:47:00,2192,1794,294,
2018/12/18 9:48:00,2220,1815,315,
2018/12/18 9:48:00,2198,1799,299,
2018/12/18 9:48:00,2193,1795,295,
2018/12/18 9:48:00,2231,1823,323,
2018/12/18 9:48:00,2187,1790,290,
2018/12/18 9:48:00,2208,1806,306,
2018/12/18 9:48:00,2213,1810,310,
2018/12/18 9:48:00,2207,1806,306,
2018/12/18 9:48:00,2192,1794,294,
2018/12/18 9:48:00,2220,1815,315,
2018/12/18 9:48:00,2198,1798,298,
2018/12/18 9:48:00,2214,1811,311,
2018/12/18 9:48:00,2186,1789,289,
2018/12/18 9:48:00,2195,1797,297,
2018/12/18 9:48:00,2188,1791,291,
2018/12/18 9:48:00,2207,1805,305,
2018/12/18 9:48:00,2189,1792,292,
2018/12/18 9:48:00,2209,1807,307,
2018/12/18 9:48:00,2221,1816,316,
2018/12/18 9:48:00,2207,1805,305,
2018/12/18 9:48:00,2198,1799,299,
2018/12/18 9:48:00,2191,1793,293,
2018/12/18 9:48:00,2221,1815,315,
2018/12/18 9:48:00,2214,1810,310,
2018/12/18 9:48:00,2248,1836,336,
2018/12/18 9:48:00,2211,1808,308,
2018/12/18 9:48:00,2184,1788,288,
2018/12/18 9:48:00,2190,1793,293,
2018/12/18 9:48:00,2195,1796,296,
2018/12/18 9:48:00,2189,1792,292,
2018/12/18 9:48:00,2244,1833,333,
2018/12/18 9:48:00,2145,1759,259,
2018/12/18 9:48:00,2205,1804,304,
2018/12/18 9:48:00,2190,1792,292,
2018/12/18 9:48:00,2209,1807,307,
2018/12/18 9:48:00,2189,1792,292,
2018/12/18 9:48:00,2182,1787,287,
2018/12/18 9:48:00,2213,1809,309,
2018/12/18 9:48:00,2218,1814,314,
2018/12/18 9:48:00,2184,1788,288,
2018/12/18 9:48:00,2217,1813,313,
2018/12/18 9:48:00,2229,1822,322,
2018/12/18 9:48:00,2185,1789,289,
2018/12/18 9:48:00,2203,1802,302,
2018/12/18 9:48:00,2199,1799,299,
2018/12/18 9:48:00,2180,1785,285,
2018/12/18 9:48:00,2178,1784,284,
2018/12/18 9:48:00,2222,1816,316,
2018/12/18 9:48:00,2211,1809,309,
2018/12/18 9:48:00,2197,1797,297,
2018/12/18 9:48:00,2191,1793,293,
2018/12/18 9:48:00,2222,1816,316,
2018/12/18 9:48:00,2208,1806,306,
2018/12/18 9:48:00,2179,1784,284,
2018/12/18 9:48:00,2191,1794,294,
2018/12/18 9:48:00,2225,1818,318,
2018/12/18 9:48:00,2207,1805,305,
2018/12/18 9:48:00,2230,1822,322,
2018/12/18 9:48:00,2204,1803,303,
2018/12/18 9:48:00,2246,1834,334,
2018/12/18 9:49:00,2216,1812,312,
2018/12/18 9:49:00,2215,1811,311,
2018/12/18 9:49:00,2208,1806,306,
2018/12/18 9:49:00,2203,1802,302,
2018/12/18 9:49:00,2186,1790,290,
2018/12/18 9:49:00,2208,1806,306,
2018/12/18 9:49:00,2206,1805,305,
2018/12/18 9:49:00,2214,1811,311,
2018/12/18 9:49:00,2196,1797,297,
2018/12/18 9:49:00,2245,1834,334,
2018/12/18 9:49:00,2219,1814,314,
2018/12/18 9:49:00,2191,1793,293,
2018/12/18 9:49:00,2197,1797,297,
2018/12/18 9:49:00,2186,1790,290,
2018/12/18 9:49:00,2191,1793,293,
2018/12/18 9:49:00,2194,1796,296,
2018/12/18 9:49:00,2208,1806,306,
2018/12/18 9:49:00,2190,1793,293,
2018/12/18 9:49:00,2237,1828,328,
2018/12/18 9:49:00,2229,1822,322,
2018/12/18 9:49:00,2201,1801,301,
2018/12/18 9:49:00,2196,1797,297,
2018/12/18 9:49:00,2204,1803,303,
2018/12/18 9:49:00,2166,1774,274,
2018/12/18 9:49:00,2229,1822,322,
2018/12/18 9:49:00,2223,1817,317,
2018/12/18 9:49:00,2231,1823,323,
2018/12/18 9:49:00,2190,1792,292,
2018/12/18 9:49:00,2173,1779,279,
2018/12/18 9:49:00,2209,1807,307,
2018/12/18 9:49:00,2185,1789,289,
2018/12/18 9:49:00,2220,1815,315,
2018/12/18 9:49:00,2179,1784,284,
2018/12/18 9:49:00,2218,1814,314,
2018/12/18 9:49:00,2236,1827,327,
2018/12/18 9:49:00,2215,1812,312,
2018/12/18 9:49:00,2169,1776,276,
2018/12/18 9:49:00,2189,1792,292,
2018/12/18 9:49:00,2194,1795,295,
2018/12/18 9:49:00,2210,1808,308,
2018/12/18 9:49:00,2197,1798,298,
2018/12/18 9:49:00,2172,1779,279,
2018/12/18 9:49:00,2178,1784,284,
2018/12/18 9:49:00,2226,1819,319,
2018/12/18 9:49:00,2212,1809,309,
2018/12/18 9:49:00,2204,1803,303,
2018/12/18 9:49:00,2175,1781,281,
2018/12/18 9:49:00,2202,1801,301,
2018/12/18 9:49:00,2188,1791,291,
2018/12/18 9:49:00,2207,1806,306,
2018/12/18 9:49:00,2209,1807,307,
2018/12/18 9:49:00,2173,1780,280,
2018/12/18 9:49:00,2159,1769,269,
2018/12/18 9:49:00,2231,1823,323,
2018/12/18 9:49:00,2220,1815,315,
2018/12/18 9:49:00,2188,1791,291,
2018/12/18 9:49:00,2197,1798,298,
2018/12/18 9:49:00,2215,1811,311,
2018/12/18 9:49:00,2178,1784,284,
2018/12/18 9:49:00,2204,1803,303,
2018/12/18 9:50:00,2184,1788,288,
2018/12/18 9:50:00,2205,1804,304,
2018/12/18 9:50:00,2243,1832,332,
2018/12/18 9:50:00,2213,1810,310,
2018/12/18 9:50:00,2204,1803,303,
2018/12/18 9:50:00,2190,1793,293,
2018/12/18 9:50:00,2199,1799,299,
2018/12/18 9:50:00,2202,1802,302,
2018/12/18 9:50:00,2191,1793,293,
2018/12/18 9:50:00,2233,1825,325,
2018/12/18 9:50:00,2219,1814,314,
2018/12/18 9:50:00,2172,1779,279,
2018/12/18 9:50:00,2216,1812,312,
2018/12/18 9:50:00,2180,1785,285,
2018/12/18 9:50:00,2200,1800,300,
2018/12/18 9:50:00,2206,1804,304,
2018/12/18 9:50:00,2193,1795,295,
2018/12/18 9:50:00,2220,1815,315,
2018/12/18 9:50:00,2179,1784,284,
2018/12/18 9:50:00,2141,1756,256,
2018/12/18 9:50:00,2195,1796,296,
2018/12/18 9:50:00,2189,1792,292,
2018/12/18 9:50:00,2196,1797,297,
2018/12/18 9:50:00,2193,1795,295,
2018/12/18 9:50:00,2205,1804,304,
2018/12/18 9:50:00,2202,1801,301,
2018/12/18 9:50:00,2192,1794,294,
2018/12/18 9:50:00,2165,1774,274,
2018/12/18 9:50:00,2192,1794,294,
2018/12/18 9:50:00,2223,1817,317,
2018/12/18 9:50:00,2203,1802,302,
2018/12/18 9:50:00,2195,1796,296,
2018/12/18 9:50:00,2189,1792,292,
2018/12/18 9:50:00,2194,1796,296,
2018/12/18 9:50:00,2205,1804,304,
2018/12/18 9:50:00,2209,1807,307,
2018/12/18 9:50:00,2191,1793,293,
2018/12/18 9:50:00,2167,1776,276,
2018/12/18 9:50:00,2154,1765,265,
2018/12/18 9:50:00,2191,1793,293,
2018/12/18 9:50:00,2203,1802,302,
2018/12/18 9:50:00,2180,1785,285,
2018/12/18 9:50:00,2212,1809,309,
2018/12/18 9:50:00,2182,1786,286,
2018/12/18 9:50:00,2235,1826,326,
2018/12/18 9:50:00,2195,1796,296,
2018/12/18 9:50:00,2222,1816,316,
2018/12/18 9:50:00,2212,1809,309,
2018/12/18 9:50:00,2221,1815,315,
2018/12/18 9:50:00,2243,1832,332,
2018/12/18 9:50:00,2217,1813,313,
2018/12/18 9:50:00,2152,1764,264,
2018/12/18 9:50:00,2206,1804,304,
2018/12/18 9:50:00,2193,1795,295,
2018/12/18 9:50:00,2198,1799,299,
2018/12/18 9:50:00,2217,1813,313,
2018/12/18 9:50:00,2201,1801,301,
2018/12/18 9:50:00,2168,1776,276,
2018/12/18 9:50:00,2200,1800,300,
2018/12/18 9:50:00,2195,1796,296,
2018/12/18 9:51:00,2231,1823,323,
2018/12/18 9:51:00,2203,1802,302,
2018/12/18 9:51:00,2164,1773,273,
2018/12/18 9:51:00,2193,1795,295,
2018/12/18 9:51:00,2220,1815,315,
2018/12/18 9:51:00,2193,1794,294,
2018/12/18 9:51:00,2230,1822,322,
2018/12/18 9:51:00,2188,1791,291,
2018/12/18 9:51:00,2212,1809,309,
2018/12/18 9:51:00,2191,1793,293,
2018/12/18 9:51:00,2207,1805,305,
2018/12/18 9:51:00,2181,1786,286,
2018/12/18 9:51:00,2207,1805,305,
2018/12/18 9:51:00,2251,1838,338,
2018/12/18 9:51:00,2206,1804,304,
2018/12/18 9:51:00,2193,1795,295,
2018/12/18 9:51:00,2178,1783,283,
2018/12/18 9:51:00,2199,1799,299,
2018/12/18 9:51:00,2216,1812,312,
2018/12/18 9:51:00,2206,1805,305,
2018/12/18 9:51:00,2216,1812,312,
2018/12/18 9:51:00,2214,1810,310,
2018/12/18 9:51:00,2188,1791,291,
2018/12/18 9:51:00,2203,1802,302,
2018/12/18 9:51:00,2156,1767,267,
2018/12/18 9:51:00,2213,1810,310,
2018/12/18 9:51:00,2206,1805,305,
2018/12/18 9:51:00,2210,1807,307,
2018/12/18 9:51:00,2213,1810,310,
2018/12/18 9:51:00,2204,1803,303,
2018/12/18 9:51:00,2189,1792,292,
2018/12/18 9:51:00,2189,1792,292,
2018/12/18 9:51:00,2177,1783,283,
2018/12/18 9:51:00,2179,1784,284,
2018/12/18 9:51:00,2225,1819,319,
2018/12/18 9:51:00,2213,1809,309,
2018/12/18 9:51:00,2187,1791,291,
2018/12/18 9:51:00,2196,1797,297,
2018/12/18 9:51:00,2195,1796,296,
2018/12/18 9:51:00,2225,1819,319,
2018/12/18 9:51:00,2196,1797,297,
2018/12/18 9:51:00,2166,1774,274,
2018/12/18 9:51:00,2172,1779,279,
2018/12/18 9:51:00,2265,1848,348,
2018/12/18 9:51:00,2202,1802,302,
2018/12/18 9:51:00,2193,1795,295,
2018/12/18 9:51:00,2198,1798,298,
2018/12/18 9:51:00,2244,1833,333,
2018/12/18 9:51:00,2185,1789,289,
2018/12/18 9:51:00,2211,1808,308,
2018/12/18 9:51:00,2236,1827,327,
2018/12/18 9:51:00,2171,1778,278,
2018/12/18 9:51:00,2183,1787,287,
2018/12/18 9:51:00,2211,1808,308,
2018/12/18 9:51:00,2197,1798,298,
2018/12/18 9:51:00,2193,1795,295,
2018/12/18 9:51:00,2213,1810,310,
2018/12/18 9:51:00,2191,1793,293,
2018/12/18 9:51:00,2212,1809,309,
2018/12/18 9:51:00,2217,1813,313,
2018/12/18 9:52:00,2189,1792,292,
2018/12/18 9:52:00,2210,1808,308,
2018/12/18 9:52:00,2230,1822,322,
2018/12/18 9:52:00,2220,1815,315,
2018/12/18 9:52:00,2217,1813,313,
2018/12/18 9:52:00,2195,1796,296,
2018/12/18 9:52:00,2159,1769,269,
2018/12/18 9:52:00,2208,1806,306,
2018/12/18 9:52:00,2200,1800,300,
2018/12/18 9:52:00,2191,1793,293,
2018/12/18 9:52:00,2213,1810,310,
2018/12/18 9:52:00,2216,1812,312,
2018/12/18 9:52:00,2196,1797,297,
2018/12/18 9:52:00,2194,1795,295,
2018/12/18 9:52:00,2216,1812,312,
2018/12/18 9:52:00,2196,1797,297,
2018/12/18 9:52:00,2211,1809,309,
2018/12/18 9:52:00,2220,1815,315,
2018/12/18 9:52:00,2181,1786,286,
2018/12/18 9:52:00,2196,1797,297,
2018/12/18 9:52:00,2193,1795,295,
2018/12/18 9:52:00,2199,1800,300,
2018/12/18 9:52:00,2249,1837,337,
2018/12/18 9:52:00,2211,1808,308,
2018/12/18 9:52:00,2159,1769,269,
2018/12/18 9:52:00,2202,1802,302,
2018/12/18 9:52:00,2209,1807,307,
2018/12/18 9:52:00,2200,1800,300,
2018/12/18 9:52:00,2199,1799,299,
2018/12/18 9:52:00,2218,1814,314,
2018/12/18 9:52:00,2220,1815,315,
2018/12/18 9:52:00,2173,1780,280,
2018/12/18 9:52:00,2164,1773,273,
2018/12/18 9:52:00,2184,1788,288,
2018/12/18 9:52:00,2203,1803,303,
2018/12/18 9:52:00,2209,1806,306,
2018/12/18 9:52:00,2193,1795,295,
2018/12/18 9:52:00,2189,1792,292,
2018/12/18 9:52:00,2179,1784,284,
2018/12/18 9:52:00,2215,1811,311,
2018/12/18 9:52:00,2183,1787,287,
2018/12/18 9:52:00,2215,1811,311,
2018/12/18 9:52:00,2214,1810,310,
2018/12/18 9:52:00,2183,1787,287,
2018/12/18 9:52:00,2213,1810,310,
2018/12/18 9:52:00,2229,1822,322,
2018/12/18 9:52:00,2205,1804,304,
2018/12/18 9:52:00,2192,1794,294,
2018/12/18 9:52:00,2201,1801,301,
2018/12/18 9:52:00,2177,1783,283,
2018/12/18 9:52:00,2207,1805,305,
2018/12/18 9:52:00,2173,1780,280,
2018/12/18 9:52:00,2174,1780,280,
2018/12/18 9:52:00,2166,1775,275,
2018/12/18 9:52:00,2173,1780,280,
2018/12/18 9:52:00,2173,1780,280,
2018/12/18 9:52:00,2219,1814,314,
2018/12/18 9:52:00,2181,1785,285,
2018/12/18 9:52:00,2212,1809,309,
2018/12/18 9:52:00,2165,1774,274,
2018/12/18 9:53:00,2178,1784,284,
2018/12/18 9:53:00,2193,1795,295,
2018/12/18 9:53:00,2181,1786,286,
2018/12/18 9:53:00,2174,1781,281,
2018/12/18 9:53:00,2203,1802,302,
2018/12/18 9:53:00,2213,1810,310,
2018/12/18 9:53:00,2202,1802,302,
2018/12/18 9:53:00,2226,1820,320,
2018/12/18 9:53:00,2166,1775,275,
2018/12/18 9:53:00,2200,1800,300,
2018/12/18 9:53:00,2203,1803,303,
2018/12/18 9:53:00,2207,1805,305,
2018/12/18 9:53:00,2198,1798,298,
2018/12/18 9:53:00,2171,1778,278,
2018/12/18 9:53:00,2180,1785,285,
2018/12/18 9:53:00,2203,1802,302,
2018/12/18 9:53:00,2200,1800,300,
2018/12/18 9:53:00,2241,1831,331,
2018/12/18 9:53:00,2193,1795,295,
2018/12/18 9:53:00,2180,1785,285,
2018/12/18 9:53:00,2229,1822,322,
2018/12/18 9:53:00,2215,1811,311,
2018/12/18 9:53:00,2216,1812,312,
2018/12/18 9:53:00,2202,1802,302,
2018/12/18 9:53:00,2208,1806,306,
2018/12/18 9:53:00,2228,1821,321,
2018/12/18 9:53:00,2170,1777,277,
2018/12/18 9:53:00,2210,1808,308,
2018/12/18 9:53:00,2210,1807,307,
2018/12/18 9:53:00,2209,1807,307,
2018/12/18 9:53:00,2214,1811,311,
2018/12/18 9:53:00,2192,1794,294,
2018/12/18 9:53:00,2211,1808,308,
2018/12/18 9:53:00,2169,1777,277,
2018/12/18 9:53:00,2209,1806,306,
2018/12/18 9:53:00,2204,1803,303,
2018/12/18 9:53:00,2171,1778,278,
2018/12/18 9:53:00,2203,1802,302,
2018/12/18 9:53:00,2195,1796,296,
2018/12/18 9:53:00,2224,1818,318,
2018/12/18 9:53:00,2182,1787,287,
2018/12/18 9:53:00,2183,1787,287,
2018/12/18 9:53:00,2169,1776,276,
2018/12/18 9:53:00,2195,1796,296,
2018/12/18 9:53:00,2170,1777,277,
2018/12/18 9:53:00,2181,1786,286,
2018/12/18 9:53:00,2202,1802,302,
2018/12/18 9:53:00,2190,1793,293,
2018/12/18 9:53:00,2198,1798,298,
2018/12/18 9:53:00,2183,1788,288,
2018/12/18 9:53:00,2204,1803,303,
2018/12/18 9:53:00,2199,1799,299,
2018/12/18 9:53:00,2212,1809,309,
2018/12/18 9:53:00,2161,1771,271,
2018/12/18 9:53:00,2202,1802,302,
2018/12/18 9:53:00,2212,1809,309,
2018/12/18 9:53:00,2167,1775,275,
2018/12/18 9:53:00,2240,1830,330,
2018/12/18 9:53:00,2152,1764,264,
2018/12/18 9:53:00,2215,1811,311,
2018/12/18 9:54:00,2170,1777,277,
2018/12/18 9:54:00,2201,1801,301,
2018/12/18 9:54:00,2171,1778,278,
2018/12/18 9:54:00,2204,1803,303,
2018/12/18 9:54:00,2192,1794,294,
2018/12/18 9:54:00,2197,1797,297,
2018/12/18 9:54:00,2192,1794,294,
2018/12/18 9:54:00,2228,1821,321,
2018/12/18 9:54:00,2222,1817,317,
2018/12/18 9:54:00,2206,1805,305,
2018/12/18 9:54:00,2188,1791,291,
2018/12/18 9:54:00,2171,1778,278,
2018/12/18 9:54:00,2196,1797,297,
2018/12/18 9:54:00,2191,1793,293,
2018/12/18 9:54:00,2155,1766,266,
2018/12/18 9:54:00,2208,1806,306,
2018/12/18 9:54:00,2200,1800,300,
2018/12/18 9:54:00,2222,1816,316,
2018/12/18 9:54:00,2212,1809,309,
2018/12/18 9:54:00,2151,1763,263,
2018/12/18 9:54:00,2250,1838,338,
2018/12/18 9:54:00,2241,1796,296,
2018/12/18 9:54:00,2290,1775,275,
2018/12/18 9:54:00,2277,1778,278,
2018/12/18 9:54:00,2312,1782,282,
2018/12/18 9:54:00,2303,1815,315,
2018/12/18 9:54:00,2316,1803,303,
2018/12/18 9:54:00,2295,1818,318,
2018/12/18 9:54:00,2315,1798,298,
2018/12/18 9:54:00,2322,1798,298,
2018/12/18 9:54:00,2331,1802,302,
2018/12/18 9:54:00,2311,1793,293,
2018/12/18 9:54:00,2324,1818,318,
2018/12/18 9:54:00,2283,1787,287,
2018/12/18 9:54:00,2327,1780,280,
2018/12/18 9:54:00,2310,1791,291,
2018/12/18 9:54:00,2331,1812,312,
2018/12/18 9:54:00,2285,1801,301,
2018/12/18 9:54:00,2302,1811,311,
2018/12/18 9:54:00,2310,1789,289,
2018/12/18 9:54:00,2293,1795,295,
2018/12/18 9:54:00,2300,1803,303,
2018/12/18 9:54:00,2293,1800,300,
2018/12/18 9:54:00,2317,1783,283,
2018/12/18 9:54:00,2273,1781,281,
2018/12/18 9:54:00,2285,1805,305,
2018/12/18 9:54:00,2294,1808,308,
2018/12/18 9:54:00,2295,1797,297,
2018/12/18 9:54:00,2316,1783,283,
2018/12/18 9:54:00,2283,1802,302,
2018/12/18 9:54:00,2286,1807,307,
2018/12/18 9:54:00,2270,1789,289,
2018/12/18 9:54:00,2297,1785,285,
2018/12/18 9:54:00,2300,1819,319,
2018/12/18 9:54:00,2300,1825,325,
2018/12/18 9:54:00,2284,1842,342,
2018/12/18 9:54:00,2308,1773,273,
2018/12/18 9:54:00,2301,1808,308,
2018/12/18 9:54:00,2288,1783,283,
2018/12/18 9:54:00,2284,1780,280,
2018/12/18 9:55:00,2270,1773,273,
2018/12/18 9:55:00,2295,1802,302,
2018/12/18 9:55:00,2301,1803,303,
2018/12/18 9:55:00,2302,1812,312,
2018/12/18 9:55:00,2309,1801,301,
2018/12/18 9:55:00,2290,1804,304,
2018/12/18 9:55:00,2302,1814,314,
2018/12/18 9:55:00,2291,1805,305,
2018/12/18 9:55:00,2331,1800,300,
2018/12/18 9:55:00,2302,1806,306,
2018/12/18 9:55:00,2288,1823,323,
2018/12/18 9:55:00,2289,1802,302,
2018/12/18 9:55:00,2302,1794,294,
2018/12/18 9:55:00,2303,1784,284,
2018/12/18 9:55:00,2342,1796,296,
2018/12/18 9:55:00,2321,1807,307,
2018/12/18 9:55:00,2290,1769,269,
2018/12/18 9:55:00,2290,1810,310,
2018/12/18 9:55:00,2302,1801,301,
2018/12/18 9:55:00,2320,1782,282,
2018/12/18 9:55:00,2276,1763,263,
2018/12/18 9:55:00,2330,1816,316,
2018/12/18 9:55:00,2326,1791,291,
2018/12/18 9:55:00,2287,1792,292,
2018/12/18 9:55:00,2317,1813,313,
2018/12/18 9:55:00,2291,1805,305,
2018/12/18 9:55:00,2317,1816,316,
2018/12/18 9:55:00,2285,1804,304,
2018/12/18 9:55:00,2279,1811,311,
2018/12/18 9:55:00,2303,1802,302,
2018/12/18 9:55:00,2313,1811,311,
2018/12/18 9:55:00,2279,1806,306,
2018/12/18 9:55:00,2319,1796,296,
2018/12/18 9:55:00,2296,1798,298,
2018/12/18 9:55:00,2314,1810,310,
2018/12/18 9:55:00,2333,1782,282,
2018/12/18 9:55:00,2324,1806,306,
2018/12/18 9:55:00,2283,1814,314,
2018/12/18 9:55:00,2258,1782,282,
2018/12/18 9:55:00,2290,1787,287,
2018/12/18 9:55:00,2265,1803,303,
2018/12/18 9:55:00,2303,1796,296,
2018/12/18 9:55:00,2271,1823,323,
2018/12/18 9:55:00,2281,1785,285,
2018/12/18 9:55:00,2310,1795,295,
2018/12/18 9:55:00,2308,1797,297,
2018/12/18 9:55:00,2327,1787,287,
2018/12/18 9:55:00,2286,1783,283,
2018/12/18 9:55:00,2272,1777,277,
2018/12/18 9:55:00,2325,1792,292,
2018/12/18 9:55:00,2311,1798,298,
2018/12/18 9:55:00,2307,1772,272,
2018/12/18 9:55:00,2287,1817,317,
2018/12/18 9:55:00,2283,1810,310,
2018/12/18 9:55:00,2308,1814,314,
2018/12/18 9:55:00,2285,1795,295,
2018/12/18 9:55:00,2283,1775,275,
2018/12/18 9:55:00,2296,1818,318,
2018/12/18 9:55:00,2290,1776,276,
2018/12/18 9:55:00,2322,1781,281,
2018/12/18 9:56:00,2272,1815,315,
2018/12/18 9:56:00,2298,1827,327,
2018/12/18 9:56:00,2304,1813,313,
2018/12/18 9:56:00,2297,1808,308,
2018/12/18 9:56:00,2309,1801,301,
2018/12/18 9:56:00,2313,1795,295,
2018/12/18 9:56:00,2291,1812,312,
2018/12/18 9:56:00,2299,1810,310,
2018/12/18 9:56:00,2306,1821,321,
2018/12/18 9:56:00,2325,1801,301,
2018/12/18 9:56:00,2310,1794,294,
2018/12/18 9:56:00,2271,1797,297,
2018/12/18 9:56:00,2308,1787,287,
2018/12/18 9:56:00,2328,1805,305,
2018/12/18 9:56:00,2279,1795,295,
2018/12/18 9:56:00,2338,1758,258,
2018/12/18 9:56:00,2295,1810,310,
2018/12/18 9:56:00,2334,1813,313,
2018/12/18 9:56:00,2303,1788,288,
2018/12/18 9:56:00,2331,1771,271,
2018/12/18 9:56:00,2273,1798,298,
2018/12/18 9:56:00,2283,1831,331,
2018/12/18 9:56:00,2328,1782,282,
2018/12/18 9:56:00,2305,1787,287,
2018/12/18 9:56:00,2321,1815,315,
2018/12/18 9:56:00,2294,1813,313,
2018/12/18 9:56:00,2336,1798,298,
2018/12/18 9:56:00,2304,1799,299,
2018/12/18 9:56:00,2342,1799,299,
2018/12/18 9:56:00,2282,1778,278,
2018/12/18 9:56:00,2300,1798,298,
2018/12/18 9:56:00,2295,1798,298,
2018/12/18 9:56:00,2296,1795,295,
2018/12/18 9:56:00,2270,1813,313,
2018/12/18 9:56:00,2288,1796,296,
2018/12/18 9:56:00,2280,1797,297,
2018/12/18 9:56:00,2302,1783,283,
2018/12/18 9:56:00,2333,1793,293,
2018/12/18 9:56:00,2300,1816,316,
2018/12/18 9:56:00,2297,1783,283,
2018/12/18 9:56:00,2276,1797,297,
2018/12/18 9:56:00,2260,1793,293,
2018/12/18 9:56:00,2272,1825,325,
2018/12/18 9:56:00,2285,1815,315,
2018/12/18 9:56:00,2307,1789,289,
2018/12/18 9:56:00,2308,1806,306,
2018/12/18 9:56:00,2314,1814,314,
2018/12/18 9:56:00,2293,1818,318,
2018/12/18 9:56:00,2341,1811,311,
2018/12/18 9:56:00,2296,1795,295,
2018/12/18 9:56:00,2311,1789,289,
2018/12/18 9:56:00,2317,1787,287,
