,温度,湿度,VOC,,,,,,,,
2019/12/18 7:48:31,1505,1804,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:32,1497,1797,0032,0001,0000,0000,,,0000,,
2019/12/18 7:48:33,1502,1801,0028,0001,0000,0000,,,0000,,
2019/12/18 7:48:34,1537,1828,0033,0001,0000,0000,,,0000,,
2019/12/18 7:48:35,1494,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:48:36,1530,1822,0035,0001,0000,0000,,,0000,,
2019/12/18 7:48:37,1515,1811,0032,0001,0000,0000,,,0000,,
2019/12/18 7:48:38,1480,1785,0027,0001,0000,0000,,,0000,,
2019/12/18 7:48:39,1504,1803,0031,0001,0000,0000,,,0000,,
2019/12/18 7:48:40,1494,1796,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:41,1498,1798,0032,0001,0000,0000,,,0000,,
2019/12/18 7:48:42,1518,1814,0029,0001,0000,0000,,,0000,,
2019/12/18 7:48:43,1508,1806,0031,0001,0000,0000,,,0000,,
2019/12/18 7:48:44,1465,1774,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:45,1534,1826,0034,0001,0000,0000,,,0000,,
2019/12/18 7:48:46,1504,1803,0029,0001,0000,0000,,,0000,,
2019/12/18 7:48:47,1508,1806,0027,0001,0000,0000,,,0000,,
2019/12/18 7:48:48,1502,1802,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:49,1488,1791,0036,0001,0000,0000,,,0000,,
2019/12/18 7:48:50,1519,1814,0035,0001,0000,0000,,,0000,,
2019/12/18 7:48:51,1499,1799,0027,0001,0000,0000,,,0000,,
2019/12/18 7:48:52,1532,1824,0028,0001,0000,0000,,,0000,,
2019/12/18 7:48:53,1475,1781,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:54,1479,1784,0034,0001,0000,0000,,,0000,,
2019/12/18 7:48:55,1514,1810,0031,0001,0000,0000,,,0000,,
2019/12/18 7:48:56,1479,1784,0029,0001,0000,0000,,,0000,,
2019/12/18 7:48:57,1519,1814,0028,0001,0000,0000,,,0000,,
2019/12/18 7:48:58,1526,1819,0030,0001,0000,0000,,,0000,,
2019/12/18 7:48:59,1505,1803,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:00,1513,1809,0035,0001,0000,0000,,,0000,,
2019/12/18 7:49:01,1478,1784,0029,0001,0000,0000,,,0000,,
2019/12/18 7:49:02,1497,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:03,1488,1791,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:04,1510,1807,0033,0001,0000,0000,,,0000,,
2019/12/18 7:49:05,1504,1803,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:06,1459,1769,0024,0001,0000,0000,,,0000,,
2019/12/18 7:49:07,1493,1795,0029,0001,0000,0000,,,0000,,
2019/12/18 7:49:08,1509,1807,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:09,1486,1790,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:10,1470,1778,0026,0001,0000,0000,,,0000,,
2019/12/18 7:49:11,1502,1801,0029,0001,0000,0000,,,0000,,
2019/12/18 7:49:12,1524,1818,0029,0001,0000,0000,,,0000,,
2019/12/18 7:49:13,1497,1798,0024,0001,0000,0000,,,0000,,
2019/12/18 7:49:14,1502,1801,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:15,1487,1790,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:16,1493,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:17,1518,1814,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:18,1513,1810,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:19,1494,1795,0034,0001,0000,0000,,,0000,,
2019/12/18 7:49:20,1463,1772,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:21,1475,1781,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:22,1494,1795,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:23,1503,1802,0026,0001,0000,0000,,,0000,,
2019/12/18 7:49:24,1532,1824,0028,0001,0000,0000,,,0000,,
2019/12/18 7:49:25,1529,1822,0027,0001,0000,0000,,,0000,,
2019/12/18 7:49:26,1512,1809,0027,0001,0000,0000,,,0000,,
2019/12/18 7:49:27,1470,1777,0036,0001,0000,0000,,,0000,,
2019/12/18 7:49:28,1499,1799,0034,0001,0000,0000,,,0000,,
2019/12/18 7:49:29,1495,1797,0027,0001,0000,0000,,,0000,,
2019/12/18 7:49:30,1515,1811,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:31,1482,1786,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:32,1479,1784,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:33,1520,1815,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:34,1513,1810,0024,0001,0000,0000,,,0000,,
2019/12/18 7:49:35,1487,1790,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:36,1522,1816,0025,0001,0000,0000,,,0000,,
2019/12/18 7:49:37,1512,1809,0029,0001,0000,0000,,,0000,,
2019/12/18 7:49:38,1541,1831,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:39,1479,1784,0033,0001,0000,0000,,,0000,,
2019/12/18 7:49:40,1518,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:41,1474,1781,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:42,1474,1781,0027,0001,0000,0000,,,0000,,
2019/12/18 7:49:43,1488,1791,0023,0001,0000,0000,,,0000,,
2019/12/18 7:49:44,1538,1828,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:45,1511,1808,0024,0001,0000,0000,,,0000,,
2019/12/18 7:49:46,1480,1785,0033,0001,0000,0000,,,0000,,
2019/12/18 7:49:47,1473,1780,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:48,1489,1792,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:49,1463,1772,0026,0001,0000,0000,,,0000,,
2019/12/18 7:49:50,1522,1816,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:51,1528,1821,0031,0001,0000,0000,,,0000,,
2019/12/18 7:49:52,1487,1790,0026,0001,0000,0000,,,0000,,
2019/12/18 7:49:53,1485,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:54,1490,1793,0033,0001,0000,0000,,,0000,,
2019/12/18 7:49:55,1482,1786,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:56,1516,1812,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:57,1522,1816,0030,0001,0000,0000,,,0000,,
2019/12/18 7:49:58,1501,1801,0032,0001,0000,0000,,,0000,,
2019/12/18 7:49:59,1490,1792,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:00,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:01,1497,1798,0026,0001,0000,0000,,,0000,,
2019/12/18 7:50:02,1484,1788,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:03,1479,1785,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:04,1468,1776,0029,0001,0000,0000,,,0000,,
2019/12/18 7:50:05,1489,1792,0033,0001,0000,0000,,,0000,,
2019/12/18 7:50:06,1479,1784,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:07,1501,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:08,1529,1822,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:09,1504,1803,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:10,1521,1816,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:11,1501,1801,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:12,1508,1806,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:13,1486,1789,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:14,1533,1825,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:15,1503,1802,0023,0001,0000,0000,,,0000,,
2019/12/18 7:50:16,1476,1782,0029,0001,0000,0000,,,0000,,
2019/12/18 7:50:17,1506,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:18,1482,1786,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:19,1463,1772,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:20,1497,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:21,1488,1791,0026,0001,0000,0000,,,0000,,
2019/12/18 7:50:22,1491,1793,0026,0001,0000,0000,,,0000,,
2019/12/18 7:50:23,1536,1827,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:24,1484,1788,0038,0001,0000,0000,,,0000,,
2019/12/18 7:50:25,1514,1811,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:26,1482,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:27,1475,1781,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:28,1495,1796,0034,0001,0000,0000,,,0000,,
2019/12/18 7:50:29,1536,1827,0029,0001,0000,0000,,,0000,,
2019/12/18 7:50:30,1476,1782,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:31,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:32,1510,1807,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:33,1498,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:34,1509,1807,0034,0001,0000,0000,,,0000,,
2019/12/18 7:50:35,1533,1824,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:36,1469,1777,0027,0001,0000,0000,,,0000,,
2019/12/18 7:50:37,1474,1781,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:38,1497,1798,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:39,1482,1786,0025,0001,0000,0000,,,0000,,
2019/12/18 7:50:40,1502,1802,0027,0001,0000,0000,,,0000,,
2019/12/18 7:50:41,1504,1803,0033,0001,0000,0000,,,0000,,
2019/12/18 7:50:42,1507,1805,0035,0001,0000,0000,,,0000,,
2019/12/18 7:50:43,1534,1825,0029,0001,0000,0000,,,0000,,
2019/12/18 7:50:44,1539,1829,0033,0001,0000,0000,,,0000,,
2019/12/18 7:50:45,1506,1805,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:46,1528,1821,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:47,1494,1795,0027,0001,0000,0000,,,0000,,
2019/12/18 7:50:48,1498,1798,0033,0001,0000,0000,,,0000,,
2019/12/18 7:50:49,1532,1824,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:50,1510,1807,0031,0001,0000,0000,,,0000,,
2019/12/18 7:50:51,1507,1806,0026,0001,0000,0000,,,0000,,
2019/12/18 7:50:52,1500,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:53,1517,1813,0036,0001,0000,0000,,,0000,,
2019/12/18 7:50:54,1503,1802,0028,0001,0000,0000,,,0000,,
2019/12/18 7:50:55,1519,1814,0032,0001,0000,0000,,,0000,,
2019/12/18 7:50:56,1493,1795,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:57,1517,1812,0027,0001,0000,0000,,,0000,,
2019/12/18 7:50:58,1509,1807,0030,0001,0000,0000,,,0000,,
2019/12/18 7:50:59,1546,1834,0037,0001,0000,0000,,,0000,,
2019/12/18 7:51:00,1501,1801,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:01,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:51:02,1499,1799,0036,0001,0000,0000,,,0000,,
2019/12/18 7:51:03,1527,1820,0025,0001,0000,0000,,,0000,,
2019/12/18 7:51:04,1511,1809,0033,0001,0000,0000,,,0000,,
2019/12/18 7:51:05,1504,1803,0034,0001,0000,0000,,,0000,,
2019/12/18 7:51:06,1546,1834,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:07,1464,1773,0030,0001,0000,0000,,,0000,,
2019/12/18 7:51:08,1518,1813,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:09,1518,1813,0026,0001,0000,0000,,,0000,,
2019/12/18 7:51:10,1495,1796,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:11,1476,1782,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:12,1484,1788,0028,0001,0000,0000,,,0000,,
2019/12/18 7:51:13,1538,1828,0034,0001,0000,0000,,,0000,,
2019/12/18 7:51:14,1485,1789,0033,0001,0000,0000,,,0000,,
2019/12/18 7:51:15,1515,1811,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:16,1518,1814,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:17,1516,1812,0030,0001,0000,0000,,,0000,,
2019/12/18 7:51:18,1515,1811,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:19,1487,1790,0037,0001,0000,0000,,,0000,,
2019/12/18 7:51:20,1486,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:51:21,1501,1800,0027,0001,0000,0000,,,0000,,
2019/12/18 7:51:22,1499,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:23,1510,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:24,1475,1781,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:25,1508,1806,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:26,1498,1799,0027,0001,0000,0000,,,0000,,
2019/12/18 7:51:27,1511,1808,0028,0001,0000,0000,,,0000,,
2019/12/18 7:51:28,1478,1784,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:29,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:30,1511,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:31,1483,1787,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:32,1510,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:33,1513,1809,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:34,1444,1758,0034,0001,0000,0000,,,0000,,
2019/12/18 7:51:35,1496,1797,0035,0001,0000,0000,,,0000,,
2019/12/18 7:51:36,1512,1809,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:37,1480,1785,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:38,1519,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:39,1491,1793,0030,0001,0000,0000,,,0000,,
2019/12/18 7:51:40,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:51:41,1479,1784,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:42,1473,1780,0028,0001,0000,0000,,,0000,,
2019/12/18 7:51:43,1528,1821,0034,0001,0000,0000,,,0000,,
2019/12/18 7:51:44,1515,1812,0026,0001,0000,0000,,,0000,,
2019/12/18 7:51:45,1514,1810,0033,0001,0000,0000,,,0000,,
2019/12/18 7:51:46,1490,1793,0035,0001,0000,0000,,,0000,,
2019/12/18 7:51:47,1478,1783,0027,0001,0000,0000,,,0000,,
2019/12/18 7:51:48,1473,1780,0027,0001,0000,0000,,,0000,,
2019/12/18 7:51:49,1529,1822,0027,0001,0000,0000,,,0000,,
2019/12/18 7:51:50,1481,1786,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:51,1507,1805,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:52,1510,1808,0033,0001,0000,0000,,,0000,,
2019/12/18 7:51:53,1491,1793,0025,0001,0000,0000,,,0000,,
2019/12/18 7:51:54,1491,1793,0031,0001,0000,0000,,,0000,,
2019/12/18 7:51:55,1504,1803,0032,0001,0000,0000,,,0000,,
2019/12/18 7:51:56,1487,1790,0037,0001,0000,0000,,,0000,,
2019/12/18 7:51:57,1503,1802,0025,0001,0000,0000,,,0000,,
2019/12/18 7:51:58,1507,1806,0033,0001,0000,0000,,,0000,,
2019/12/18 7:51:59,1492,1794,0025,0001,0000,0000,,,0000,,
2019/12/18 7:52:00,1512,1809,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:01,1508,1806,0029,0001,0000,0000,,,0000,,
2019/12/18 7:52:02,1467,1775,0030,0001,0000,0000,,,0000,,
2019/12/18 7:52:03,1487,1790,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:04,1513,1810,0034,0001,0000,0000,,,0000,,
2019/12/18 7:52:05,1478,1784,0028,0001,0000,0000,,,0000,,
2019/12/18 7:52:06,1523,1817,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:07,1488,1791,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:08,1503,1802,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:09,1481,1786,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:10,1533,1825,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:11,1526,1819,0034,0001,0000,0000,,,0000,,
2019/12/18 7:52:12,1511,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:13,1541,1830,0027,0001,0000,0000,,,0000,,
2019/12/18 7:52:14,1474,1780,0036,0001,0000,0000,,,0000,,
2019/12/18 7:52:15,1456,1767,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:16,1513,1810,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:17,1495,1796,0023,0001,0000,0000,,,0000,,
2019/12/18 7:52:18,1479,1784,0025,0001,0000,0000,,,0000,,
2019/12/18 7:52:19,1493,1795,0028,0001,0000,0000,,,0000,,
2019/12/18 7:52:20,1493,1795,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:21,1514,1811,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:22,1518,1813,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:23,1465,1774,0029,0001,0000,0000,,,0000,,
2019/12/18 7:52:24,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:52:25,1500,1800,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:26,1497,1798,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:27,1497,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:28,1504,1803,0035,0001,0000,0000,,,0000,,
2019/12/18 7:52:29,1498,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:52:30,1508,1806,0026,0001,0000,0000,,,0000,,
2019/12/18 7:52:31,1508,1806,0030,0001,0000,0000,,,0000,,
2019/12/18 7:52:32,1509,1807,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:33,1512,1809,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:34,1518,1813,0030,0001,0000,0000,,,0000,,
2019/12/18 7:52:35,1477,1783,0028,0001,0000,0000,,,0000,,
2019/12/18 7:52:36,1506,1805,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:37,1503,1802,0034,0001,0000,0000,,,0000,,
2019/12/18 7:52:38,1511,1808,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:39,1519,1814,0028,0001,0000,0000,,,0000,,
2019/12/18 7:52:40,1445,1759,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:41,1505,1804,0029,0001,0000,0000,,,0000,,
2019/12/18 7:52:42,1542,1831,0027,0001,0000,0000,,,0000,,
2019/12/18 7:52:43,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:44,1505,1804,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:45,1499,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:46,1500,1800,0029,0001,0000,0000,,,0000,,
2019/12/18 7:52:47,1478,1783,0027,0001,0000,0000,,,0000,,
2019/12/18 7:52:48,1524,1818,0031,0001,0000,0000,,,0000,,
2019/12/18 7:52:49,1550,1838,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:50,1471,1778,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:51,1511,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:52:52,1517,1813,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:53,1517,1812,0033,0001,0000,0000,,,0000,,
2019/12/18 7:52:54,1497,1798,0036,0001,0000,0000,,,0000,,
2019/12/18 7:52:55,1487,1790,0037,0001,0000,0000,,,0000,,
2019/12/18 7:52:56,1505,1804,0028,0001,0000,0000,,,0000,,
2019/12/18 7:52:57,1462,1772,0034,0001,0000,0000,,,0000,,
2019/12/18 7:52:58,1518,1813,0027,0001,0000,0000,,,0000,,
2019/12/18 7:52:59,1525,1819,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:00,1557,1843,0032,0001,0000,0000,,,0000,,
2019/12/18 7:53:01,1472,1779,0034,0001,0000,0000,,,0000,,
2019/12/18 7:53:02,1535,1827,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:03,1509,1807,0033,0001,0000,0000,,,0000,,
2019/12/18 7:53:04,1517,1813,0034,0001,0000,0000,,,0000,,
2019/12/18 7:53:05,1529,1821,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:06,1515,1811,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:07,1504,1803,0033,0001,0000,0000,,,0000,,
2019/12/18 7:53:08,1505,1804,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:09,1523,1817,0032,0001,0000,0000,,,0000,,
2019/12/18 7:53:10,1497,1798,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:11,1473,1780,0033,0001,0000,0000,,,0000,,
2019/12/18 7:53:12,1526,1819,0029,0001,0000,0000,,,0000,,
2019/12/18 7:53:13,1490,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:53:14,1500,1800,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:15,1484,1788,0035,0001,0000,0000,,,0000,,
2019/12/18 7:53:16,1478,1784,0032,0001,0000,0000,,,0000,,
2019/12/18 7:53:17,1523,1817,0032,0001,0000,0000,,,0000,,
2019/12/18 7:53:18,1517,1813,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:19,1522,1817,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:20,1479,1784,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:21,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:53:22,1516,1812,0033,0001,0000,0000,,,0000,,
2019/12/18 7:53:23,1532,1824,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:24,1506,1805,0035,0001,0000,0000,,,0000,,
2019/12/18 7:53:25,1533,1824,0035,0001,0000,0000,,,0000,,
2019/12/18 7:53:26,1526,1819,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:27,1502,1801,0034,0001,0000,0000,,,0000,,
2019/12/18 7:53:28,1468,1776,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:29,1472,1779,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:30,1507,1805,0025,0001,0000,0000,,,0000,,
2019/12/18 7:53:31,1476,1782,0028,0001,0000,0000,,,0000,,
2019/12/18 7:53:32,1543,1832,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:33,1506,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:34,1540,1830,0026,0001,0000,0000,,,0000,,
2019/12/18 7:53:35,1503,1802,0026,0001,0000,0000,,,0000,,
2019/12/18 7:53:36,1518,1813,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:37,1482,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:38,1489,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:53:39,1528,1821,0028,0001,0000,0000,,,0000,,
2019/12/18 7:53:40,1451,1763,0028,0001,0000,0000,,,0000,,
2019/12/18 7:53:41,1531,1823,0034,0001,0000,0000,,,0000,,
2019/12/18 7:53:42,1514,1810,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:43,1511,1809,0027,0001,0000,0000,,,0000,,
2019/12/18 7:53:44,1498,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:45,1458,1769,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:46,1466,1774,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:47,1489,1792,0036,0001,0000,0000,,,0000,,
2019/12/18 7:53:48,1471,1778,0035,0001,0000,0000,,,0000,,
2019/12/18 7:53:49,1532,1824,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:50,1499,1799,0029,0001,0000,0000,,,0000,,
2019/12/18 7:53:51,1492,1794,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:52,1508,1806,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:53,1495,1796,0026,0001,0000,0000,,,0000,,
2019/12/18 7:53:54,1474,1781,0030,0001,0000,0000,,,0000,,
2019/12/18 7:53:55,1516,1812,0032,0001,0000,0000,,,0000,,
2019/12/18 7:53:56,1492,1794,0031,0001,0000,0000,,,0000,,
2019/12/18 7:53:57,1494,1795,0026,0001,0000,0000,,,0000,,
2019/12/18 7:53:58,1503,1802,0028,0001,0000,0000,,,0000,,
2019/12/18 7:53:59,1516,1812,0028,0001,0000,0000,,,0000,,
2019/12/18 7:54:00,1498,1798,0034,0001,0000,0000,,,0000,,
2019/12/18 7:54:01,1522,1817,0035,0001,0000,0000,,,0000,,
2019/12/18 7:54:02,1502,1801,0027,0001,0000,0000,,,0000,,
2019/12/18 7:54:03,1471,1778,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:04,1483,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:05,1449,1761,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:06,1510,1807,0034,0001,0000,0000,,,0000,,
2019/12/18 7:54:07,1503,1802,0037,0001,0000,0000,,,0000,,
2019/12/18 7:54:08,1476,1782,0025,0001,0000,0000,,,0000,,
2019/12/18 7:54:09,1518,1814,0032,0001,0000,0000,,,0000,,
2019/12/18 7:54:10,1495,1796,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:11,1517,1813,0028,0001,0000,0000,,,0000,,
2019/12/18 7:54:12,1508,1806,0032,0001,0000,0000,,,0000,,
2019/12/18 7:54:13,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:14,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:15,1497,1797,0037,0001,0000,0000,,,0000,,
2019/12/18 7:54:16,1467,1775,0031,0001,0000,0000,,,0000,,
2019/12/18 7:54:17,1517,1813,0035,0001,0000,0000,,,0000,,
2019/12/18 7:54:18,1498,1799,0033,0001,0000,0000,,,0000,,
2019/12/18 7:54:19,1483,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:54:20,1520,1815,0023,0001,0000,0000,,,0000,,
2019/12/18 7:54:21,1451,1763,0033,0001,0000,0000,,,0000,,
2019/12/18 7:54:22,1473,1780,0031,0001,0000,0000,,,0000,,
2019/12/18 7:54:23,1518,1813,0033,0001,0000,0000,,,0000,,
2019/12/18 7:54:24,1524,1818,0027,0001,0000,0000,,,0000,,
2019/12/18 7:54:25,1483,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:54:26,1504,1803,0031,0001,0000,0000,,,0000,,
2019/12/18 7:54:27,1498,1798,0026,0001,0000,0000,,,0000,,
2019/12/18 7:54:28,1542,1831,0031,0001,0000,0000,,,0000,,
2019/12/18 7:54:29,1518,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:54:30,1547,1835,0032,0001,0000,0000,,,0000,,
2019/12/18 7:54:31,1495,1797,0026,0001,0000,0000,,,0000,,
2019/12/18 7:54:32,1488,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:33,1498,1799,0034,0001,0000,0000,,,0000,,
2019/12/18 7:54:34,1527,1820,0024,0001,0000,0000,,,0000,,
2019/12/18 7:54:35,1500,1800,0030,0001,0000,0000,,,0000,,
2019/12/18 7:54:36,1534,1826,0038,0001,0000,0000,,,0000,,
2019/12/18 7:54:37,1495,1796,0027,0001,0000,0000,,,0000,,
